name of the body,position x,position y,position z
sun,0.0115651,0.00251898,-0.000367494
jupiter,-5.25479,-1.53899,0.123875
saturn,-1.55217,-9.96999,0.235013
uranus,18.1856,8.20774,-0.205629
neptune,28.4373,-9.34285,-0.4621
sun,0.0115527,0.00254266,-0.000367225
jupiter,-5.24739,-1.56401,0.123814
saturn,-1.53321,-9.97314,0.234312
uranus,18.1796,8.22019,-0.205505
neptune,28.4408,-9.33187,-0.462407
sun,0.0115402,0.00256629,-0.000366952
jupiter,-5.23987,-1.589,0.123749
saturn,-1.51424,-9.97625,0.233611
uranus,18.1736,8.23264,-0.205382
neptune,28.4444,-9.32088,-0.462714
sun,0.0115275,0.00258988,-0.000366677
jupiter,-5.23223,-1.61395,0.123682
saturn,-1.49526,-9.97932,0.232909
uranus,18.1676,8.24508,-0.205258
neptune,28.4479,-9.30989,-0.463021
sun,0.0115148,0.00261343,-0.000366398
jupiter,-5.22446,-1.63886,0.123612
saturn,-1.47628,-9.98235,0.232206
uranus,18.1615,8.25752,-0.205133
neptune,28.4514,-9.2989,-0.463327
sun,0.0115019,0.00263692,-0.000366117
jupiter,-5.21657,-1.66373,0.123538
saturn,-1.4573,-9.98534,0.231502
uranus,18.1555,8.26995,-0.205009
neptune,28.4549,-9.2879,-0.463634
sun,0.0114889,0.00266036,-0.000365832
jupiter,-5.20855,-1.68856,0.123462
saturn,-1.4383,-9.9883,0.230798
uranus,18.1495,8.28238,-0.204885
neptune,28.4584,-9.27691,-0.46394
sun,0.0114758,0.00268376,-0.000365545
jupiter,-5.2004,-1.71335,0.123383
saturn,-1.41931,-9.99122,0.230092
uranus,18.1434,8.29481,-0.20476
neptune,28.4618,-9.26591,-0.464247
sun,0.0114625,0.0027071,-0.000365254
jupiter,-5.19213,-1.7381,0.123301
saturn,-1.4003,-9.9941,0.229386
uranus,18.1374,8.30723,-0.204636
neptune,28.4653,-9.25492,-0.464553
sun,0.0114492,0.0027304,-0.00036496
jupiter,-5.18374,-1.76281,0.123216
saturn,-1.38129,-9.99694,0.228678
uranus,18.1313,8.31965,-0.204511
neptune,28.4688,-9.24392,-0.464859
sun,0.0114357,0.00275364,-0.000364663
jupiter,-5.17522,-1.78747,0.123127
saturn,-1.36228,-9.99974,0.22797
uranus,18.1252,8.33206,-0.204386
neptune,28.4723,-9.23292,-0.465166
sun,0.0114221,0.00277683,-0.000364363
jupiter,-5.16658,-1.8121,0.123036
saturn,-1.34326,-10.0025,0.227261
uranus,18.1191,8.34447,-0.204262
neptune,28.4758,-9.22192,-0.465472
sun,0.0114084,0.00279997,-0.00036406
jupiter,-5.15782,-1.83668,0.122943
saturn,-1.32424,-10.0052,0.226551
uranus,18.113,8.35688,-0.204137
neptune,28.4792,-9.21091,-0.465778
sun,0.0113945,0.00282306,-0.000363754
jupiter,-5.14893,-1.86121,0.122846
saturn,-1.30521,-10.0079,0.22584
uranus,18.1069,8.36928,-0.204012
neptune,28.4827,-9.19991,-0.466084
sun,0.0113806,0.00284609,-0.000363445
jupiter,-5.13992,-1.88571,0.122746
saturn,-1.28617,-10.0106,0.225128
uranus,18.1008,8.38167,-0.203887
neptune,28.4861,-9.1889,-0.46639
sun,0.0113665,0.00286907,-0.000363133
jupiter,-5.13079,-1.91015,0.122643
saturn,-1.26713,-10.0132,0.224415
uranus,18.0947,8.39407,-0.203761
neptune,28.4896,-9.1779,-0.466696
sun,0.0113523,0.002892,-0.000362818
jupiter,-5.12153,-1.93455,0.122537
saturn,-1.24809,-10.0157,0.223702
uranus,18.0886,8.40646,-0.203636
neptune,28.4931,-9.16689,-0.467002
sun,0.011338,0.00291487,-0.000362499
jupiter,-5.11215,-1.95891,0.122429
saturn,-1.22904,-10.0183,0.222988
uranus,18.0824,8.41884,-0.20351
neptune,28.4965,-9.15588,-0.467307
sun,0.0113236,0.00293768,-0.000362178
jupiter,-5.10265,-1.98321,0.122317
saturn,-1.20999,-10.0208,0.222272
uranus,18.0763,8.43122,-0.203385
neptune,28.4999,-9.14487,-0.467613
sun,0.011309,0.00296044,-0.000361854
jupiter,-5.09302,-2.00747,0.122203
saturn,-1.19093,-10.0232,0.221556
uranus,18.0701,8.4436,-0.203259
neptune,28.5034,-9.13386,-0.467919
sun,0.0112944,0.00298314,-0.000361526
jupiter,-5.08328,-2.03169,0.122085
saturn,-1.17187,-10.0256,0.220839
uranus,18.064,8.45597,-0.203134
neptune,28.5068,-9.12284,-0.468224
sun,0.0112796,0.00300578,-0.000361196
jupiter,-5.07341,-2.05585,0.121965
saturn,-1.1528,-10.028,0.220122
uranus,18.0578,8.46834,-0.203008
neptune,28.5102,-9.11183,-0.46853
sun,0.0112647,0.00302837,-0.000360863
jupiter,-5.06342,-2.07996,0.121841
saturn,-1.13373,-10.0304,0.219403
uranus,18.0516,8.4807,-0.202882
neptune,28.5137,-9.10081,-0.468835
sun,0.0112497,0.0030509,-0.000360526
jupiter,-5.05331,-2.10403,0.121715
saturn,-1.11465,-10.0327,0.218684
uranus,18.0454,8.49306,-0.202756
neptune,28.5171,-9.08979,-0.46914
sun,0.0112345,0.00307337,-0.000360187
jupiter,-5.04308,-2.12804,0.121586
saturn,-1.09557,-10.0349,0.217963
uranus,18.0392,8.50541,-0.20263
neptune,28.5205,-9.07878,-0.469446
sun,0.0112193,0.00309578,-0.000359844
jupiter,-5.03272,-2.15201,0.121454
saturn,-1.07648,-10.0372,0.217242
uranus,18.033,8.51776,-0.202503
neptune,28.5239,-9.06776,-0.469751
sun,0.0112039,0.00311812,-0.000359499
jupiter,-5.02225,-2.17592,0.121319
saturn,-1.0574,-10.0394,0.21652
uranus,18.0268,8.53011,-0.202377
neptune,28.5273,-9.05673,-0.470056
sun,0.0111885,0.00314041,-0.00035915
jupiter,-5.01166,-2.19978,0.121181
saturn,-1.0383,-10.0415,0.215798
uranus,18.0206,8.54245,-0.20225
neptune,28.5307,-9.04571,-0.470361
sun,0.0111729,0.00316264,-0.000358799
jupiter,-5.00094,-2.22358,0.12104
saturn,-1.01921,-10.0436,0.215074
uranus,18.0143,8.55479,-0.202124
neptune,28.5341,-9.03469,-0.470666
sun,0.0111572,0.00318481,-0.000358444
jupiter,-4.99011,-2.24734,0.120897
saturn,-1.0001,-10.0457,0.214349
uranus,18.0081,8.56712,-0.201997
neptune,28.5375,-9.02366,-0.470971
sun,0.0111413,0.00320691,-0.000358087
jupiter,-4.97916,-2.27104,0.12075
saturn,-0.981,-10.0477,0.213624
uranus,18.0018,8.57945,-0.20187
neptune,28.5409,-9.01263,-0.471276
sun,0.0111254,0.00322895,-0.000357727
jupiter,-4.96809,-2.29468,0.120601
saturn,-0.961891,-10.0497,0.212898
uranus,17.9956,8.59178,-0.201744
neptune,28.5443,-9.00161,-0.471581
sun,0.0111093,0.00325093,-0.000357363
jupiter,-4.95689,-2.31827,0.120448
saturn,-0.942779,-10.0517,0.212171
uranus,17.9893,8.6041,-0.201617
neptune,28.5477,-8.99058,-0.471885
sun,0.0110932,0.00327284,-0.000356997
jupiter,-4.94558,-2.34181,0.120293
saturn,-0.923663,-10.0536,0.211444
uranus,17.983,8.61641,-0.20149
neptune,28.5511,-8.97955,-0.47219
sun,0.0110769,0.00329469,-0.000356627
jupiter,-4.93415,-2.36529,0.120135
saturn,-0.904544,-10.0555,0.210715
uranus,17.9767,8.62873,-0.201362
neptune,28.5545,-8.96851,-0.472495
sun,0.0110605,0.00331647,-0.000356255
jupiter,-4.92261,-2.38871,0.119974
saturn,-0.885421,-10.0573,0.209986
uranus,17.9704,8.64103,-0.201235
neptune,28.5578,-8.95748,-0.472799
sun,0.011044,0.00333819,-0.00035588
jupiter,-4.91094,-2.41208,0.11981
saturn,-0.866294,-10.0591,0.209256
uranus,17.9641,8.65334,-0.201108
neptune,28.5612,-8.94645,-0.473103
sun,0.0110274,0.00335984,-0.000355501
jupiter,-4.89916,-2.43538,0.119643
saturn,-0.847165,-10.0609,0.208525
uranus,17.9578,8.66564,-0.20098
neptune,28.5646,-8.93541,-0.473408
sun,0.0110107,0.00338143,-0.00035512
jupiter,-4.88726,-2.45863,0.119473
saturn,-0.828032,-10.0626,0.207793
uranus,17.9515,8.67793,-0.200853
neptune,28.5679,-8.92437,-0.473712
sun,0.0109938,0.00340295,-0.000354736
jupiter,-4.87524,-2.48182,0.119301
saturn,-0.808896,-10.0643,0.20706
uranus,17.9451,8.69022,-0.200725
neptune,28.5713,-8.91333,-0.474016
sun,0.0109769,0.0034244,-0.000354348
jupiter,-4.8631,-2.50495,0.119126
saturn,-0.789756,-10.0659,0.206327
uranus,17.9388,8.70251,-0.200597
neptune,28.5746,-8.90229,-0.47432
sun,0.0109598,0.00344578,-0.000353958
jupiter,-4.85085,-2.52802,0.118947
saturn,-0.770614,-10.0675,0.205593
uranus,17.9324,8.71479,-0.200469
neptune,28.578,-8.89125,-0.474625
sun,0.0109426,0.00346709,-0.000353565
jupiter,-4.83848,-2.55103,0.118766
saturn,-0.751469,-10.0691,0.204858
uranus,17.9261,8.72707,-0.200341
neptune,28.5813,-8.88021,-0.474929
sun,0.0109253,0.00348834,-0.000353169
jupiter,-4.826,-2.57398,0.118582
saturn,-0.73232,-10.0706,0.204122
uranus,17.9197,8.73934,-0.200213
neptune,28.5846,-8.86917,-0.475233
sun,0.0109079,0.00350951,-0.00035277
jupiter,-4.8134,-2.59687,0.118395
saturn,-0.713169,-10.0721,0.203386
uranus,17.9133,8.75161,-0.200085
neptune,28.588,-8.85812,-0.475536
sun,0.0108904,0.00353062,-0.000352368
jupiter,-4.80068,-2.61969,0.118206
saturn,-0.694016,-10.0736,0.202649
uranus,17.9069,8.76387,-0.199957
neptune,28.5913,-8.84707,-0.47584
sun,0.0108728,0.00355165,-0.000351963
jupiter,-4.78785,-2.64246,0.118013
saturn,-0.674859,-10.075,0.20191
uranus,17.9005,8.77613,-0.199829
neptune,28.5946,-8.83603,-0.476144
sun,0.0108551,0.00357261,-0.000351556
jupiter,-4.7749,-2.66515,0.117818
saturn,-0.6557,-10.0764,0.201172
uranus,17.8941,8.78839,-0.1997
neptune,28.5979,-8.82498,-0.476448
sun,0.0108372,0.0035935,-0.000351145
jupiter,-4.76184,-2.68779,0.11762
saturn,-0.636539,-10.0777,0.200432
uranus,17.8877,8.80064,-0.199572
neptune,28.6013,-8.81393,-0.476751
sun,0.0108193,0.00361432,-0.000350731
jupiter,-4.74867,-2.71036,0.117419
saturn,-0.617375,-10.079,0.199692
uranus,17.8813,8.81289,-0.199443
neptune,28.6046,-8.80287,-0.477055
sun,0.0108012,0.00363506,-0.000350315
jupiter,-4.73538,-2.73286,0.117215
saturn,-0.598208,-10.0803,0.198951
uranus,17.8748,8.82513,-0.199314
neptune,28.6079,-8.79182,-0.477358
sun,0.0107831,0.00365573,-0.000349895
jupiter,-4.72197,-2.7553,0.117008
saturn,-0.57904,-10.0815,0.198209
uranus,17.8684,8.83737,-0.199185
neptune,28.6112,-8.78077,-0.477662
sun,0.0107648,0.00367633,-0.000349473
jupiter,-4.70846,-2.77767,0.116799
saturn,-0.559869,-10.0827,0.197466
uranus,17.8619,8.8496,-0.199056
neptune,28.6145,-8.76971,-0.477965
sun,0.0107464,0.00369685,-0.000349048
jupiter,-4.69483,-2.79998,0.116586
saturn,-0.540696,-10.0838,0.196723
uranus,17.8555,8.86183,-0.198927
neptune,28.6178,-8.75865,-0.478268
sun,0.0107279,0.0037173,-0.00034862
jupiter,-4.68108,-2.82222,0.116371
saturn,-0.521521,-10.0849,0.195979
uranus,17.849,8.87406,-0.198798
neptune,28.6211,-8.7476,-0.478571
sun,0.0107093,0.00373767,-0.000348189
jupiter,-4.66723,-2.84439,0.116154
saturn,-0.502343,-10.086,0.195234
uranus,17.8425,8.88628,-0.198669
neptune,28.6244,-8.73654,-0.478874
sun,0.0106906,0.00375796,-0.000347755
jupiter,-4.65326,-2.86649,0.115933
saturn,-0.483164,-10.087,0.194488
uranus,17.836,8.89849,-0.198539
neptune,28.6276,-8.72547,-0.479177
sun,0.0106718,0.00377818,-0.000347318
jupiter,-4.63918,-2.88853,0.115709
saturn,-0.463983,-10.088,0.193742
uranus,17.8295,8.9107,-0.19841
neptune,28.6309,-8.71441,-0.47948
sun,0.0106529,0.00379832,-0.000346879
jupiter,-4.62498,-2.91049,0.115483
saturn,-0.444801,-10.089,0.192994
uranus,17.823,8.92291,-0.19828
neptune,28.6342,-8.70335,-0.479783
sun,0.0106339,0.00381838,-0.000346436
jupiter,-4.61068,-2.93238,0.115254
saturn,-0.425616,-10.0899,0.192247
uranus,17.8165,8.93511,-0.198151
neptune,28.6375,-8.69228,-0.480086
sun,0.0106147,0.00383837,-0.000345991
jupiter,-4.59627,-2.95421,0.115022
saturn,-0.40643,-10.0908,0.191498
uranus,17.81,8.94731,-0.198021
neptune,28.6407,-8.68122,-0.480389
sun,0.0105955,0.00385827,-0.000345543
jupiter,-4.58174,-2.97596,0.114788
saturn,-0.387242,-10.0916,0.190749
uranus,17.8035,8.95951,-0.197891
neptune,28.644,-8.67015,-0.480691
sun,0.0105761,0.0038781,-0.000345092
jupiter,-4.5671,-2.99764,0.11455
saturn,-0.368053,-10.0924,0.189998
uranus,17.7969,8.97169,-0.197761
neptune,28.6472,-8.65908,-0.480994
sun,0.0105567,0.00389785,-0.000344638
jupiter,-4.55236,-3.01925,0.11431
saturn,-0.348862,-10.0932,0.189248
uranus,17.7904,8.98388,-0.197631
neptune,28.6505,-8.64801,-0.481297
sun,0.0105371,0.00391751,-0.000344181
jupiter,-4.5375,-3.04079,0.114067
saturn,-0.329671,-10.0939,0.188496
uranus,17.7838,8.99606,-0.197501
neptune,28.6538,-8.63694,-0.481599
sun,0.0105175,0.0039371,-0.000343722
jupiter,-4.52254,-3.06225,0.113822
saturn,-0.310477,-10.0946,0.187744
uranus,17.7773,9.00824,-0.197371
neptune,28.657,-8.62587,-0.481901
sun,0.0104977,0.0039566,-0.00034326
jupiter,-4.50746,-3.08364,0.113573
saturn,-0.291283,-10.0952,0.186991
uranus,17.7707,9.02041,-0.19724
neptune,28.6602,-8.6148,-0.482204
sun,0.0104779,0.00397602,-0.000342795
jupiter,-4.49228,-3.10495,0.113322
saturn,-0.272087,-10.0958,0.186237
uranus,17.7641,9.03257,-0.19711
neptune,28.6635,-8.60372,-0.482506
sun,0.0104579,0.00399536,-0.000342327
jupiter,-4.47699,-3.12619,0.113068
saturn,-0.252891,-10.0964,0.185483
uranus,17.7575,9.04474,-0.196979
neptune,28.6667,-8.59264,-0.482808
sun,0.0104378,0.00401462,-0.000341856
jupiter,-4.46159,-3.14736,0.112812
saturn,-0.233693,-10.0969,0.184728
uranus,17.7509,9.05689,-0.196849
neptune,28.6699,-8.58157,-0.48311
sun,0.0104177,0.00403379,-0.000341382
jupiter,-4.44608,-3.16844,0.112552
saturn,-0.214495,-10.0974,0.183972
uranus,17.7443,9.06905,-0.196718
neptune,28.6732,-8.57049,-0.483412
sun,0.0103974,0.00405288,-0.000340906
jupiter,-4.43046,-3.18946,0.11229
saturn,-0.195295,-10.0978,0.183215
uranus,17.7377,9.08119,-0.196587
neptune,28.6764,-8.55941,-0.483714
sun,0.010377,0.00407189,-0.000340427
jupiter,-4.41474,-3.21039,0.112025
saturn,-0.176095,-10.0982,0.182458
uranus,17.731,9.09334,-0.196456
neptune,28.6796,-8.54833,-0.484016
sun,0.0103565,0.00409081,-0.000339945
jupiter,-4.39891,-3.23125,0.111758
saturn,-0.156895,-10.0986,0.1817
uranus,17.7244,9.10548,-0.196325
neptune,28.6828,-8.53724,-0.484318
sun,0.0103359,0.00410964,-0.00033946
jupiter,-4.38298,-3.25203,0.111488
saturn,-0.137693,-10.099,0.180941
uranus,17.7177,9.11761,-0.196194
neptune,28.686,-8.52616,-0.48462
sun,0.0103153,0.00412839,-0.000338973
jupiter,-4.36694,-3.27273,0.111215
saturn,-0.118491,-10.0992,0.180182
uranus,17.7111,9.12974,-0.196063
neptune,28.6892,-8.51508,-0.484921
sun,0.0102945,0.00414705,-0.000338483
jupiter,-4.35079,-3.29335,0.110939
saturn,-0.0992889,-10.0995,0.179422
uranus,17.7044,9.14187,-0.195932
neptune,28.6924,-8.50399,-0.485223
sun,0.0102736,0.00416563,-0.00033799
jupiter,-4.33454,-3.31389,0.110661
saturn,-0.0800862,-10.0997,0.178661
uranus,17.6977,9.15399,-0.1958
neptune,28.6956,-8.4929,-0.485525
sun,0.0102526,0.00418412,-0.000337494
jupiter,-4.31818,-3.33436,0.11038
saturn,-0.0608831,-10.0999,0.1779
uranus,17.6911,9.16611,-0.195669
neptune,28.6988,-8.48181,-0.485826
sun,0.0102315,0.00420252,-0.000336996
jupiter,-4.30172,-3.35474,0.110097
saturn,-0.0416798,-10.1,0.177138
uranus,17.6844,9.17822,-0.195537
neptune,28.702,-8.47072,-0.486127
sun,0.0102104,0.00422083,-0.000336494
jupiter,-4.28515,-3.37504,0.10981
saturn,-0.0224763,-10.1001,0.176375
uranus,17.6777,9.19033,-0.195405
neptune,28.7052,-8.45963,-0.486429
sun,0.0101891,0.00423905,-0.000335991
jupiter,-4.26848,-3.39526,0.109521
saturn,-0.00327276,-10.1002,0.175612
uranus,17.671,9.20243,-0.195274
neptune,28.7083,-8.44854,-0.48673
sun,0.0101677,0.00425718,-0.000335484
jupiter,-4.25171,-3.41539,0.10923
saturn,0.0159308,-10.1002,0.174847
uranus,17.6642,9.21453,-0.195142
neptune,28.7115,-8.43744,-0.487031
sun,0.0101462,0.00427523,-0.000334975
jupiter,-4.23483,-3.43545,0.108935
saturn,0.0351344,-10.1002,0.174083
uranus,17.6575,9.22662,-0.19501
neptune,28.7147,-8.42635,-0.487332
sun,0.0101247,0.00429318,-0.000334463
jupiter,-4.21786,-3.45542,0.108639
saturn,0.0543378,-10.1002,0.173317
uranus,17.6508,9.23871,-0.194877
neptune,28.7178,-8.41525,-0.487633
sun,0.010103,0.00431104,-0.000333948
jupiter,-4.20077,-3.47531,0.108339
saturn,0.073541,-10.1001,0.172551
uranus,17.644,9.2508,-0.194745
neptune,28.721,-8.40416,-0.487934
sun,0.0100812,0.00432881,-0.00033343
jupiter,-4.18359,-3.49511,0.108037
saturn,0.0927439,-10.0999,0.171784
uranus,17.6373,9.26288,-0.194613
neptune,28.7242,-8.39306,-0.488235
sun,0.0100594,0.00434649,-0.00033291
jupiter,-4.16631,-3.51483,0.107732
saturn,0.111946,-10.0998,0.171017
uranus,17.6305,9.27495,-0.194481
neptune,28.7273,-8.38196,-0.488536
sun,0.0100374,0.00436408,-0.000332387
jupiter,-4.14892,-3.53446,0.107425
saturn,0.131149,-10.0996,0.170249
uranus,17.6237,9.28702,-0.194348
neptune,28.7305,-8.37086,-0.488837
sun,0.0100154,0.00438157,-0.000331862
jupiter,-4.13143,-3.55401,0.107115
saturn,0.15035,-10.0993,0.16948
uranus,17.617,9.29909,-0.194215
neptune,28.7336,-8.35975,-0.489137
sun,0.00999323,0.00439897,-0.000331334
jupiter,-4.11385,-3.57347,0.106802
saturn,0.169551,-10.099,0.168711
uranus,17.6102,9.31115,-0.194083
neptune,28.7367,-8.34865,-0.489438
sun,0.00997099,0.00441628,-0.000330803
jupiter,-4.09616,-3.59284,0.106487
saturn,0.188752,-10.0987,0.167941
uranus,17.6034,9.32321,-0.19395
neptune,28.7399,-8.33754,-0.489739
sun,0.00994865,0.00443349,-0.00033027
jupiter,-4.07837,-3.61213,0.106169
saturn,0.207952,-10.0983,0.16717
uranus,17.5966,9.33526,-0.193817
neptune,28.743,-8.32644,-0.490039
sun,0.00992622,0.00445061,-0.000329734
jupiter,-4.06049,-3.63133,0.105849
saturn,0.22715,-10.0979,0.166399
uranus,17.5898,9.3473,-0.193684
neptune,28.7461,-8.31533,-0.490339
sun,0.0099037,0.00446764,-0.000329195
jupiter,-4.0425,-3.65044,0.105526
saturn,0.246349,-10.0975,0.165627
uranus,17.5829,9.35935,-0.193551
neptune,28.7492,-8.30422,-0.49064
sun,0.00988109,0.00448456,-0.000328654
jupiter,-4.02442,-3.66946,0.1052
saturn,0.265546,-10.097,0.164854
uranus,17.5761,9.37138,-0.193418
neptune,28.7524,-8.29311,-0.49094
sun,0.00985838,0.00450139,-0.00032811
jupiter,-4.00624,-3.68839,0.104872
saturn,0.284742,-10.0965,0.164081
uranus,17.5693,9.38342,-0.193285
neptune,28.7555,-8.282,-0.49124
sun,0.00983558,0.00451813,-0.000327563
jupiter,-3.98796,-3.70724,0.104542
saturn,0.303937,-10.0959,0.163307
uranus,17.5624,9.39545,-0.193151
neptune,28.7586,-8.27089,-0.49154
sun,0.00981268,0.00453477,-0.000327014
jupiter,-3.96959,-3.72599,0.104208
saturn,0.323131,-10.0953,0.162532
uranus,17.5556,9.40747,-0.193018
neptune,28.7617,-8.25978,-0.49184
sun,0.0097897,0.00455131,-0.000326462
jupiter,-3.95111,-3.74465,0.103873
saturn,0.342323,-10.0947,0.161757
uranus,17.5487,9.41949,-0.192884
neptune,28.7648,-8.24866,-0.49214
sun,0.00976662,0.00456775,-0.000325908
jupiter,-3.93254,-3.76322,0.103534
saturn,0.361515,-10.094,0.160982
uranus,17.5418,9.4315,-0.192751
neptune,28.7679,-8.23754,-0.49244
sun,0.00974346,0.00458409,-0.000325351
jupiter,-3.91388,-3.7817,0.103194
saturn,0.380705,-10.0933,0.160205
uranus,17.5349,9.44351,-0.192617
neptune,28.771,-8.22643,-0.49274
sun,0.0097202,0.00460034,-0.000324791
jupiter,-3.89512,-3.80009,0.10285
saturn,0.399893,-10.0926,0.159428
uranus,17.528,9.45552,-0.192483
neptune,28.7741,-8.21531,-0.49304
sun,0.00969686,0.00461648,-0.000324229
jupiter,-3.87626,-3.81839,0.102504
saturn,0.41908,-10.0918,0.158651
uranus,17.5211,9.46752,-0.192349
neptune,28.7772,-8.20419,-0.493339
sun,0.00967342,0.00463253,-0.000323664
jupiter,-3.85731,-3.83659,0.102156
saturn,0.438265,-10.091,0.157873
uranus,17.5142,9.47951,-0.192215
neptune,28.7802,-8.19307,-0.493639
sun,0.0096499,0.00464847,-0.000323097
jupiter,-3.83827,-3.8547,0.101805
saturn,0.457449,-10.0901,0.157094
uranus,17.5073,9.4915,-0.192081
neptune,28.7833,-8.18195,-0.493938
sun,0.00962629,0.00466432,-0.000322528
jupiter,-3.81913,-3.87271,0.101452
saturn,0.476631,-10.0892,0.156314
uranus,17.5004,9.50349,-0.191947
neptune,28.7864,-8.17082,-0.494238
sun,0.00960259,0.00468006,-0.000321955
jupiter,-3.7999,-3.89063,0.101096
saturn,0.495811,-10.0882,0.155534
uranus,17.4934,9.51547,-0.191812
neptune,28.7894,-8.1597,-0.494537
sun,0.0095788,0.0046957,-0.000321381
jupiter,-3.78057,-3.90845,0.100738
saturn,0.514989,-10.0873,0.154754
uranus,17.4865,9.52745,-0.191678
neptune,28.7925,-8.14857,-0.494836
sun,0.00955492,0.00471124,-0.000320803
jupiter,-3.76116,-3.92618,0.100377
saturn,0.534166,-10.0862,0.153973
uranus,17.4795,9.53942,-0.191543
neptune,28.7956,-8.13745,-0.495136
sun,0.00953096,0.00472668,-0.000320223
jupiter,-3.74165,-3.94382,0.100014
saturn,0.55334,-10.0852,0.153191
uranus,17.4726,9.55139,-0.191409
neptune,28.7986,-8.12632,-0.495435
sun,0.00950691,0.00474202,-0.000319641
jupiter,-3.72205,-3.96135,0.0996482
saturn,0.572512,-10.0841,0.152408
uranus,17.4656,9.56335,-0.191274
neptune,28.8017,-8.11519,-0.495734
sun,0.00948278,0.00475725,-0.000319056
jupiter,-3.70236,-3.97879,0.0992801
saturn,0.591682,-10.0829,0.151625
uranus,17.4586,9.57531,-0.191139
neptune,28.8047,-8.10406,-0.496033
sun,0.00945856,0.00477237,-0.000318469
jupiter,-3.68257,-3.99614,0.0989096
saturn,0.61085,-10.0818,0.150842
uranus,17.4516,9.58726,-0.191004
neptune,28.8078,-8.09293,-0.496332
sun,0.00943425,0.0047874,-0.000317879
jupiter,-3.6627,-4.01338,0.0985366
saturn,0.630015,-10.0806,0.150058
uranus,17.4446,9.59921,-0.190869
neptune,28.8108,-8.08179,-0.496631
sun,0.00940986,0.00480231,-0.000317287
jupiter,-3.64274,-4.03053,0.0981613
saturn,0.649178,-10.0793,0.149273
uranus,17.4376,9.61115,-0.190734
neptune,28.8138,-8.07066,-0.49693
sun,0.00938539,0.00481713,-0.000316692
jupiter,-3.62269,-4.04757,0.0977835
saturn,0.668338,-10.078,0.148488
uranus,17.4306,9.62309,-0.190599
neptune,28.8169,-8.05952,-0.497228
sun,0.00936084,0.00483183,-0.000316095
jupiter,-3.60255,-4.06452,0.0974033
saturn,0.687496,-10.0767,0.147702
uranus,17.4236,9.63502,-0.190464
neptune,28.8199,-8.04839,-0.497527
sun,0.0093362,0.00484644,-0.000315496
jupiter,-3.58232,-4.08137,0.0970207
saturn,0.706651,-10.0753,0.146916
uranus,17.4165,9.64695,-0.190328
neptune,28.8229,-8.03725,-0.497825
sun,0.00931147,0.00486093,-0.000314894
jupiter,-3.562,-4.09812,0.0966358
saturn,0.725804,-10.0739,0.146129
uranus,17.4095,9.65887,-0.190193
neptune,28.8259,-8.02611,-0.498124
sun,0.00928667,0.00487532,-0.000314289
jupiter,-3.54159,-4.11477,0.0962484
saturn,0.744953,-10.0725,0.145341
uranus,17.4024,9.67079,-0.190057
neptune,28.8289,-8.01497,-0.498422
sun,0.00926178,0.0048896,-0.000313682
jupiter,-3.5211,-4.13131,0.0958587
saturn,0.7641,-10.071,0.144553
uranus,17.3954,9.68271,-0.189922
neptune,28.8319,-8.00383,-0.498721
sun,0.00923681,0.00490377,-0.000313073
jupiter,-3.50052,-4.14776,0.0954666
saturn,0.783244,-10.0695,0.143765
uranus,17.3883,9.69461,-0.189786
neptune,28.8349,-7.99269,-0.499019
sun,0.00921177,0.00491784,-0.000312462
jupiter,-3.47986,-4.1641,0.0950722
saturn,0.802385,-10.0679,0.142975
uranus,17.3812,9.70652,-0.18965
neptune,28.8379,-7.98154,-0.499317
sun,0.00918664,0.00493179,-0.000311847
jupiter,-3.45911,-4.18034,0.0946755
saturn,0.821523,-10.0663,0.142186
uranus,17.3741,9.71842,-0.189514
neptune,28.8409,-7.9704,-0.499615
sun,0.00916143,0.00494564,-0.000311231
jupiter,-3.43827,-4.19648,0.0942764
saturn,0.840658,-10.0647,0.141395
uranus,17.367,9.73031,-0.189378
neptune,28.8439,-7.95925,-0.499913
sun,0.00913614,0.00495938,-0.000310612
jupiter,-3.41735,-4.21252,0.0938749
saturn,0.859789,-10.063,0.140605
uranus,17.3599,9.7422,-0.189242
neptune,28.8469,-7.94811,-0.500211
sun,0.00911077,0.004973,-0.000309991
jupiter,-3.39634,-4.22845,0.0934712
saturn,0.878917,-10.0613,0.139813
uranus,17.3528,9.75409,-0.189106
neptune,28.8499,-7.93696,-0.500509
sun,0.00908533,0.00498652,-0.000309368
jupiter,-3.37525,-4.24428,0.0930652
saturn,0.898042,-10.0595,0.139021
uranus,17.3457,9.76597,-0.188969
neptune,28.8529,-7.92581,-0.500807
sun,0.00905981,0.00499993,-0.000308742
jupiter,-3.35408,-4.26,0.0926568
saturn,0.917163,-10.0577,0.138229
uranus,17.3386,9.77784,-0.188833
neptune,28.8558,-7.91466,-0.501105
sun,0.0090342,0.00501322,-0.000308114
jupiter,-3.33283,-4.27562,0.0922462
saturn,0.936281,-10.0559,0.137436
uranus,17.3314,9.78971,-0.188696
neptune,28.8588,-7.90351,-0.501402
sun,0.00900853,0.00502641,-0.000307483
jupiter,-3.31149,-4.29113,0.0918333
saturn,0.955395,-10.054,0.136642
uranus,17.3243,9.80158,-0.18856
neptune,28.8618,-7.89235,-0.5017
sun,0.00898277,0.00503948,-0.000306851
jupiter,-3.29007,-4.30654,0.0914181
saturn,0.974506,-10.0521,0.135848
