name of the body,position x,position y,position z
sun,0.0114978,0.00151115,-0.000328524
jupiter,-3.44189,-4.19698,0.0943774
saturn,-6.43921,6.52491,0.143005
uranus,19.1445,-6.05939,-0.27088
neptune,22.4515,-19.9628,-0.10595
sun,0.0114817,0.00152956,-0.000328371
jupiter,-3.42099,-4.21304,0.0939763
saturn,-6.45478,6.51059,0.143874
uranus,19.1487,-6.04633,-0.270886
neptune,22.4591,-19.9541,-0.106302
sun,0.0114655,0.00154788,-0.000328215
jupiter,-3.40001,-4.22899,0.0935729
saturn,-6.47032,6.49624,0.144742
uranus,19.153,-6.03327,-0.270893
neptune,22.4666,-19.9454,-0.106654
sun,0.0114493,0.00156611,-0.000328057
jupiter,-3.37894,-4.24484,0.0931671
saturn,-6.48583,6.48185,0.145609
uranus,19.1572,-6.02021,-0.270899
neptune,22.4741,-19.9368,-0.107006
sun,0.011433,0.00158425,-0.000327897
jupiter,-3.35779,-4.26059,0.0927591
saturn,-6.50131,6.46743,0.146476
uranus,19.1614,-6.00715,-0.270905
neptune,22.4817,-19.9281,-0.107358
sun,0.0114165,0.0016023,-0.000327735
jupiter,-3.33656,-4.27623,0.0923487
saturn,-6.51675,6.45297,0.147342
uranus,19.1656,-5.99408,-0.270911
neptune,22.4892,-19.9194,-0.10771
sun,0.0114,0.00162025,-0.00032757
jupiter,-3.31524,-4.29176,0.0919361
saturn,-6.53216,6.43848,0.148207
uranus,19.1698,-5.981,-0.270917
neptune,22.4968,-19.9107,-0.108062
sun,0.0113834,0.00163812,-0.000327402
jupiter,-3.29385,-4.30719,0.0915212
saturn,-6.54754,6.42396,0.149071
uranus,19.174,-5.96793,-0.270923
neptune,22.5043,-19.9021,-0.108413
sun,0.0113667,0.00165589,-0.000327232
jupiter,-3.27237,-4.32251,0.0911041
saturn,-6.56288,6.40941,0.149935
uranus,19.1781,-5.95485,-0.270929
neptune,22.5118,-19.8934,-0.108765
sun,0.0113499,0.00167357,-0.00032706
jupiter,-3.25081,-4.33773,0.0906847
saturn,-6.57819,6.39483,0.150798
uranus,19.1823,-5.94177,-0.270934
neptune,22.5193,-19.8847,-0.109117
sun,0.0113331,0.00169116,-0.000326886
jupiter,-3.22917,-4.35284,0.090263
saturn,-6.59347,6.38021,0.15166
uranus,19.1864,-5.92869,-0.27094
neptune,22.5269,-19.876,-0.109469
sun,0.0113161,0.00170865,-0.000326709
jupiter,-3.20745,-4.36784,0.0898391
saturn,-6.60871,6.36556,0.152521
uranus,19.1906,-5.9156,-0.270945
neptune,22.5344,-19.8673,-0.109821
sun,0.0112991,0.00172605,-0.00032653
jupiter,-3.18565,-4.38274,0.089413
saturn,-6.62392,6.35087,0.153381
uranus,19.1947,-5.90251,-0.27095
neptune,22.5419,-19.8586,-0.110172
sun,0.011282,0.00174335,-0.000326348
jupiter,-3.16377,-4.39752,0.0889847
saturn,-6.63909,6.33616,0.154241
uranus,19.1989,-5.88942,-0.270955
neptune,22.5494,-19.8499,-0.110524
sun,0.0112648,0.00176056,-0.000326164
jupiter,-3.14181,-4.4122,0.0885542
saturn,-6.65423,6.32141,0.1551
uranus,19.203,-5.87633,-0.27096
neptune,22.5569,-19.8412,-0.110876
sun,0.0112475,0.00177768,-0.000325978
jupiter,-3.11978,-4.42677,0.0881214
saturn,-6.66934,6.30663,0.155958
uranus,19.2071,-5.86323,-0.270965
neptune,22.5644,-19.8325,-0.111228
sun,0.0112301,0.0017947,-0.00032579
jupiter,-3.09767,-4.44122,0.0876865
saturn,-6.68441,6.29182,0.156815
uranus,19.2112,-5.85013,-0.27097
neptune,22.5719,-19.8238,-0.111579
sun,0.0112127,0.00181162,-0.000325599
jupiter,-3.07548,-4.45557,0.0872494
saturn,-6.69945,6.27697,0.157672
uranus,19.2153,-5.83702,-0.270974
neptune,22.5794,-19.8151,-0.111931
sun,0.0111951,0.00182845,-0.000325406
jupiter,-3.05321,-4.46981,0.0868101
saturn,-6.71445,6.2621,0.158528
uranus,19.2193,-5.82392,-0.270979
neptune,22.5869,-19.8063,-0.112283
sun,0.0111775,0.00184517,-0.00032521
jupiter,-3.03087,-4.48394,0.0863687
saturn,-6.72942,6.24719,0.159383
uranus,19.2234,-5.81081,-0.270983
neptune,22.5944,-19.7976,-0.112634
sun,0.0111598,0.00186181,-0.000325013
jupiter,-3.00845,-4.49795,0.0859251
saturn,-6.74436,6.23225,0.160237
uranus,19.2275,-5.7977,-0.270987
neptune,22.6019,-19.7889,-0.112986
sun,0.011142,0.00187834,-0.000324813
jupiter,-2.98596,-4.51186,0.0854794
saturn,-6.75926,6.21728,0.16109
uranus,19.2315,-5.78458,-0.270991
neptune,22.6094,-19.7802,-0.113337
sun,0.0111242,0.00189478,-0.000324611
jupiter,-2.9634,-4.52565,0.0850316
saturn,-6.77412,6.20227,0.161942
uranus,19.2356,-5.77146,-0.270995
neptune,22.6168,-19.7715,-0.113689
sun,0.0111062,0.00191111,-0.000324406
jupiter,-2.94076,-4.53933,0.0845816
saturn,-6.78896,6.18724,0.162794
uranus,19.2396,-5.75834,-0.270998
neptune,22.6243,-19.7627,-0.114041
sun,0.0110882,0.00192735,-0.0003242
jupiter,-2.91804,-4.5529,0.0841296
saturn,-6.80375,6.17217,0.163645
uranus,19.2436,-5.74522,-0.271002
neptune,22.6318,-19.754,-0.114392
sun,0.0110701,0.00194349,-0.000323991
jupiter,-2.89526,-4.56635,0.0836754
saturn,-6.81852,6.15708,0.164495
uranus,19.2476,-5.73209,-0.271005
neptune,22.6393,-19.7453,-0.114744
sun,0.011052,0.00195953,-0.00032378
jupiter,-2.8724,-4.57969,0.0832191
saturn,-6.83325,6.14195,0.165344
uranus,19.2516,-5.71897,-0.271009
neptune,22.6467,-19.7365,-0.115095
sun,0.0110337,0.00197547,-0.000323566
jupiter,-2.84947,-4.59292,0.0827608
saturn,-6.84794,6.12679,0.166192
uranus,19.2556,-5.70583,-0.271012
neptune,22.6542,-19.7278,-0.115447
sun,0.0110154,0.00199131,-0.000323351
jupiter,-2.82647,-4.60603,0.0823004
saturn,-6.8626,6.1116,0.16704
uranus,19.2596,-5.6927,-0.271015
neptune,22.6616,-19.719,-0.115798
sun,0.010997,0.00200704,-0.000323133
jupiter,-2.8034,-4.61903,0.0818379
saturn,-6.87722,6.09637,0.167886
uranus,19.2636,-5.67956,-0.271018
neptune,22.6691,-19.7103,-0.11615
sun,0.0109785,0.00202268,-0.000322913
jupiter,-2.78025,-4.63191,0.0813734
saturn,-6.89181,6.08112,0.168732
uranus,19.2675,-5.66642,-0.271021
neptune,22.6766,-19.7015,-0.116501
sun,0.0109599,0.00203821,-0.000322691
jupiter,-2.75704,-4.64468,0.0809069
saturn,-6.90637,6.06584,0.169577
uranus,19.2715,-5.65328,-0.271023
neptune,22.684,-19.6928,-0.116853
sun,0.0109413,0.00205365,-0.000322467
jupiter,-2.73376,-4.65733,0.0804383
saturn,-6.92088,6.05052,0.170421
uranus,19.2754,-5.64013,-0.271026
neptune,22.6915,-19.684,-0.117204
sun,0.0109226,0.00206898,-0.00032224
jupiter,-2.71041,-4.66986,0.0799677
saturn,-6.93537,6.03518,0.171264
uranus,19.2794,-5.62699,-0.271028
neptune,22.6989,-19.6753,-0.117555
sun,0.0109038,0.0020842,-0.000322011
jupiter,-2.687,-4.68228,0.0794951
saturn,-6.94982,6.0198,0.172106
uranus,19.2833,-5.61383,-0.271031
neptune,22.7063,-19.6665,-0.117907
sun,0.010885,0.00209933,-0.000321781
jupiter,-2.66351,-4.69458,0.0790206
saturn,-6.96423,6.00439,0.172948
uranus,19.2872,-5.60068,-0.271033
neptune,22.7138,-19.6577,-0.118258
sun,0.010866,0.00211435,-0.000321548
jupiter,-2.63996,-4.70677,0.078544
saturn,-6.97861,5.98896,0.173788
uranus,19.2911,-5.58752,-0.271035
neptune,22.7212,-19.649,-0.118609
sun,0.010847,0.00212926,-0.000321313
jupiter,-2.61634,-4.71883,0.0780655
saturn,-6.99295,5.97349,0.174628
uranus,19.295,-5.57436,-0.271037
neptune,22.7286,-19.6402,-0.118961
sun,0.0108279,0.00214407,-0.000321076
jupiter,-2.59266,-4.73078,0.077585
saturn,-7.00726,5.95799,0.175467
uranus,19.2989,-5.5612,-0.271038
neptune,22.7361,-19.6314,-0.119312
sun,0.0108088,0.00215878,-0.000320836
jupiter,-2.56891,-4.74261,0.0771025
saturn,-7.02153,5.94246,0.176305
uranus,19.3028,-5.54804,-0.27104
neptune,22.7435,-19.6227,-0.119663
sun,0.0107896,0.00217338,-0.000320595
jupiter,-2.5451,-4.75432,0.0766181
saturn,-7.03577,5.92691,0.177142
uranus,19.3067,-5.53487,-0.271041
neptune,22.7509,-19.6139,-0.120015
sun,0.0107703,0.00218788,-0.000320352
jupiter,-2.52122,-4.76591,0.0761318
saturn,-7.04997,5.91132,0.177978
uranus,19.3105,-5.5217,-0.271043
neptune,22.7583,-19.6051,-0.120366
sun,0.0107509,0.00220227,-0.000320106
jupiter,-2.49728,-4.77738,0.0756436
saturn,-7.06413,5.8957,0.178813
uranus,19.3144,-5.50853,-0.271044
neptune,22.7657,-19.5963,-0.120717
sun,0.0107315,0.00221655,-0.000319858
jupiter,-2.47328,-4.78873,0.0751534
saturn,-7.07826,5.88005,0.179647
uranus,19.3182,-5.49535,-0.271045
neptune,22.7732,-19.5875,-0.121068
sun,0.010712,0.00223073,-0.000319609
jupiter,-2.44921,-4.79996,0.0746614
saturn,-7.09235,5.86438,0.180481
uranus,19.3221,-5.48217,-0.271046
neptune,22.7806,-19.5787,-0.12142
sun,0.0106924,0.0022448,-0.000319357
jupiter,-2.42508,-4.81107,0.0741674
saturn,-7.10641,5.84867,0.181313
uranus,19.3259,-5.46899,-0.271047
neptune,22.788,-19.5699,-0.121771
sun,0.0106728,0.00225876,-0.000319103
jupiter,-2.40089,-4.82206,0.0736717
saturn,-7.12043,5.83293,0.182145
uranus,19.3297,-5.45581,-0.271047
neptune,22.7954,-19.5611,-0.122122
sun,0.0106531,0.00227261,-0.000318847
jupiter,-2.37665,-4.83293,0.073174
saturn,-7.13442,5.81717,0.182975
uranus,19.3335,-5.44262,-0.271048
neptune,22.8028,-19.5524,-0.122473
sun,0.0106333,0.00228636,-0.00031859
jupiter,-2.35234,-4.84367,0.0726745
saturn,-7.14837,5.80137,0.183805
uranus,19.3373,-5.42943,-0.271048
neptune,22.8102,-19.5435,-0.122824
sun,0.0106135,0.0023,-0.00031833
jupiter,-2.32797,-4.8543,0.0721731
saturn,-7.16228,5.78555,0.184634
uranus,19.3411,-5.41624,-0.271049
neptune,22.8175,-19.5347,-0.123175
sun,0.0105936,0.00231353,-0.000318068
jupiter,-2.30354,-4.8648,0.07167
saturn,-7.17616,5.76969,0.185462
uranus,19.3449,-5.40305,-0.271049
neptune,22.8249,-19.5259,-0.123527
sun,0.0105736,0.00232695,-0.000317804
jupiter,-2.27905,-4.87518,0.071165
saturn,-7.19,5.75381,0.186289
uranus,19.3486,-5.38985,-0.271049
neptune,22.8323,-19.5171,-0.123878
sun,0.0105536,0.00234026,-0.000317538
jupiter,-2.25451,-4.88544,0.0706582
saturn,-7.2038,5.7379,0.187115
uranus,19.3524,-5.37665,-0.271049
neptune,22.8397,-19.5083,-0.124229
sun,0.0105335,0.00235346,-0.00031727
jupiter,-2.22991,-4.89557,0.0701496
saturn,-7.21757,5.72196,0.18794
uranus,19.3561,-5.36345,-0.271048
neptune,22.8471,-19.4995,-0.12458
sun,0.0105133,0.00236655,-0.000317001
jupiter,-2.20525,-4.90558,0.0696393
saturn,-7.2313,5.70599,0.188764
uranus,19.3599,-5.35025,-0.271048
neptune,22.8544,-19.4907,-0.124931
sun,0.0104931,0.00237953,-0.000316729
jupiter,-2.18053,-4.91546,0.0691271
saturn,-7.245,5.68999,0.189587
uranus,19.3636,-5.33704,-0.271047
neptune,22.8618,-19.4819,-0.125282
sun,0.0104728,0.0023924,-0.000316455
jupiter,-2.15576,-4.92522,0.0686132
saturn,-7.25865,5.67396,0.190409
uranus,19.3673,-5.32383,-0.271047
neptune,22.8692,-19.473,-0.125633
sun,0.0104525,0.00240516,-0.00031618
jupiter,-2.13094,-4.93486,0.0680976
saturn,-7.27228,5.65791,0.19123
uranus,19.371,-5.31062,-0.271046
neptune,22.8765,-19.4642,-0.125984
sun,0.0104321,0.00241781,-0.000315902
jupiter,-2.10606,-4.94437,0.0675802
saturn,-7.28586,5.64182,0.19205
uranus,19.3747,-5.2974,-0.271045
neptune,22.8839,-19.4554,-0.126335
sun,0.0104116,0.00243034,-0.000315623
jupiter,-2.08113,-4.95375,0.0670612
saturn,-7.29941,5.62571,0.19287
uranus,19.3784,-5.28418,-0.271044
neptune,22.8913,-19.4465,-0.126686
sun,0.0103911,0.00244277,-0.000315341
jupiter,-2.05614,-4.96301,0.0665404
saturn,-7.31292,5.60957,0.193688
uranus,19.3821,-5.27096,-0.271043
neptune,22.8986,-19.4377,-0.127037
sun,0.0103705,0.00245508,-0.000315058
jupiter,-2.03111,-4.97215,0.0660179
saturn,-7.3264,5.5934,0.194505
uranus,19.3858,-5.25774,-0.271042
neptune,22.906,-19.4289,-0.127387
sun,0.0103498,0.00246727,-0.000314773
jupiter,-2.00602,-4.98115,0.0654937
saturn,-7.33983,5.5772,0.195322
uranus,19.3895,-5.24452,-0.27104
neptune,22.9133,-19.42,-0.127738
sun,0.0103291,0.00247936,-0.000314486
jupiter,-1.98088,-4.99003,0.0649679
saturn,-7.35324,5.56098,0.196137
uranus,19.3931,-5.23129,-0.271039
neptune,22.9207,-19.4112,-0.128089
sun,0.0103083,0.00249133,-0.000314197
jupiter,-1.95569,-4.99879,0.0644404
saturn,-7.3666,5.54473,0.196951
uranus,19.3968,-5.21806,-0.271037
neptune,22.928,-19.4023,-0.12844
sun,0.0102875,0.00250319,-0.000313907
jupiter,-1.93044,-5.00742,0.0639112
saturn,-7.37993,5.52844,0.197765
uranus,19.4004,-5.20482,-0.271035
neptune,22.9353,-19.3935,-0.128791
sun,0.0102666,0.00251493,-0.000313614
jupiter,-1.90515,-5.01591,0.0633804
saturn,-7.39322,5.51214,0.198577
uranus,19.404,-5.19159,-0.271033
neptune,22.9427,-19.3846,-0.129142
sun,0.0102457,0.00252656,-0.00031332
jupiter,-1.87981,-5.02429,0.062848
saturn,-7.40647,5.4958,0.199388
uranus,19.4076,-5.17835,-0.271031
neptune,22.95,-19.3758,-0.129492
sun,0.0102247,0.00253807,-0.000313023
jupiter,-1.85443,-5.03253,0.062314
saturn,-7.41968,5.47944,0.200199
uranus,19.4112,-5.16511,-0.271029
neptune,22.9573,-19.3669,-0.129843
sun,0.0102036,0.00254947,-0.000312726
jupiter,-1.82899,-5.04064,0.0617784
saturn,-7.43286,5.46304,0.201008
uranus,19.4148,-5.15187,-0.271026
neptune,22.9647,-19.3581,-0.130194
sun,0.0101825,0.00256076,-0.000312426
jupiter,-1.80351,-5.04863,0.0612412
saturn,-7.446,5.44663,0.201817
uranus,19.4184,-5.13862,-0.271024
neptune,22.972,-19.3492,-0.130545
sun,0.0101614,0.00257193,-0.000312124
jupiter,-1.77798,-5.05649,0.0607025
saturn,-7.45911,5.43018,0.202624
uranus,19.422,-5.12537,-0.271021
neptune,22.9793,-19.3403,-0.130895
sun,0.0101402,0.00258298,-0.000311821
jupiter,-1.75241,-5.06421,0.0601621
saturn,-7.47217,5.41371,0.20343
uranus,19.4256,-5.11212,-0.271018
neptune,22.9866,-19.3315,-0.131246
sun,0.0101189,0.00259392,-0.000311516
jupiter,-1.72679,-5.07181,0.0596203
saturn,-7.4852,5.3972,0.204236
uranus,19.4291,-5.09887,-0.271016
neptune,22.9939,-19.3226,-0.131597
sun,0.0100976,0.00260474,-0.000311209
jupiter,-1.70112,-5.07928,0.0590768
saturn,-7.49819,5.38068,0.20504
uranus,19.4327,-5.08561,-0.271012
neptune,23.0012,-19.3137,-0.131948
sun,0.0100762,0.00261544,-0.0003109
jupiter,-1.67542,-5.08662,0.0585319
saturn,-7.51115,5.36412,0.205843
uranus,19.4362,-5.07236,-0.271009
neptune,23.0085,-19.3048,-0.132298
sun,0.0100548,0.00262602,-0.00031059
jupiter,-1.64967,-5.09383,0.0579855
saturn,-7.52406,5.34754,0.206645
uranus,19.4397,-5.05909,-0.271006
neptune,23.0158,-19.296,-0.132649
sun,0.0100333,0.00263649,-0.000310278
jupiter,-1.62387,-5.10091,0.0574376
saturn,-7.53694,5.33093,0.207447
uranus,19.4433,-5.04583,-0.271003
neptune,23.0231,-19.2871,-0.132999
sun,0.0100118,0.00264684,-0.000309964
jupiter,-1.59804,-5.10785,0.0568882
saturn,-7.54978,5.3143,0.208247
uranus,19.4468,-5.03257,-0.270999
neptune,23.0304,-19.2782,-0.13335
sun,0.00999019,0.00265708,-0.000309649
jupiter,-1.57216,-5.11467,0.0563373
saturn,-7.56258,5.29764,0.209046
uranus,19.4503,-5.0193,-0.270995
neptune,23.0377,-19.2693,-0.133701
sun,0.00996857,0.00266719,-0.000309332
jupiter,-1.54625,-5.12135,0.0557849
saturn,-7.57535,5.28095,0.209844
uranus,19.4538,-5.00603,-0.270992
neptune,23.045,-19.2604,-0.134051
sun,0.0099469,0.00267719,-0.000309013
jupiter,-1.52029,-5.1279,0.0552312
saturn,-7.58807,5.26423,0.210641
uranus,19.4573,-4.99276,-0.270988
neptune,23.0523,-19.2515,-0.134402
sun,0.00992518,0.00268707,-0.000308693
jupiter,-1.49429,-5.13432,0.054676
saturn,-7.60076,5.24749,0.211437
uranus,19.4607,-4.97948,-0.270983
neptune,23.0596,-19.2426,-0.134752
sun,0.00990341,0.00269683,-0.000308371
jupiter,-1.46826,-5.14061,0.0541194
saturn,-7.61341,5.23073,0.212232
uranus,19.4642,-4.9662,-0.270979
neptune,23.0668,-19.2337,-0.135103
sun,0.0098816,0.00270647,-0.000308047
jupiter,-1.44218,-5.14677,0.0535613
saturn,-7.62602,5.21393,0.213026
uranus,19.4677,-4.95292,-0.270975
neptune,23.0741,-19.2248,-0.135453
sun,0.00985974,0.00271599,-0.000307722
jupiter,-1.41607,-5.15279,0.0530019
saturn,-7.6386,5.19711,0.213818
uranus,19.4711,-4.93964,-0.27097
neptune,23.0814,-19.2159,-0.135803
sun,0.00983783,0.00272539,-0.000307395
jupiter,-1.38993,-5.15868,0.0524412
saturn,-7.65113,5.18027,0.21461
uranus,19.4745,-4.92635,-0.270966
neptune,23.0886,-19.207,-0.136154
sun,0.00981588,0.00273467,-0.000307066
jupiter,-1.36374,-5.16444,0.051879
saturn,-7.66363,5.1634,0.215401
uranus,19.478,-4.91307,-0.270961
neptune,23.0959,-19.1981,-0.136504
sun,0.00979388,0.00274383,-0.000306736
jupiter,-1.33752,-5.17006,0.0513155
saturn,-7.67609,5.1465,0.21619
uranus,19.4814,-4.89978,-0.270956
neptune,23.1032,-19.1892,-0.136855
sun,0.00977185,0.00275286,-0.000306404
jupiter,-1.31127,-5.17555,0.0507507
saturn,-7.68851,5.12958,0.216979
uranus,19.4848,-4.88649,-0.270951
neptune,23.1104,-19.1803,-0.137205
sun,0.00974977,0.00276178,-0.000306071
jupiter,-1.28498,-5.1809,0.0501846
saturn,-7.7009,5.11263,0.217766
uranus,19.4882,-4.87319,-0.270946
neptune,23.1177,-19.1713,-0.137555
sun,0.00972764,0.00277058,-0.000305736
jupiter,-1.25866,-5.18612,0.0496171
saturn,-7.71324,5.09566,0.218552
uranus,19.4916,-4.85989,-0.270941
neptune,23.1249,-19.1624,-0.137906
sun,0.00970548,0.00277926,-0.0003054
jupiter,-1.23231,-5.19121,0.0490484
saturn,-7.72555,5.07866,0.219338
uranus,19.495,-4.84659,-0.270935
neptune,23.1322,-19.1535,-0.138256
sun,0.00968327,0.00278781,-0.000305062
jupiter,-1.20592,-5.19616,0.0484783
saturn,-7.73781,5.06164,0.220122
uranus,19.4983,-4.83329,-0.27093
neptune,23.1394,-19.1446,-0.138606
sun,0.00966102,0.00279624,-0.000304722
jupiter,-1.1795,-5.20098,0.0479071
saturn,-7.75004,5.04459,0.220905
uranus,19.5017,-4.81999,-0.270924
neptune,23.1467,-19.1356,-0.138957
sun,0.00963874,0.00280456,-0.000304382
jupiter,-1.15306,-5.20566,0.0473345
saturn,-7.76223,5.02751,0.221687
uranus,19.505,-4.80668,-0.270918
neptune,23.1539,-19.1267,-0.139307
sun,0.00961641,0.00281274,-0.000304039
jupiter,-1.12658,-5.21021,0.0467607
saturn,-7.77438,5.01041,0.222467
uranus,19.5084,-4.79337,-0.270912
neptune,23.1611,-19.1178,-0.139657
sun,0.00959404,0.00282081,-0.000303695
jupiter,-1.10007,-5.21462,0.0461857
saturn,-7.7865,4.99329,0.223247
uranus,19.5117,-4.78006,-0.270906
neptune,23.1684,-19.1088,-0.140007
sun,0.00957164,0.00282875,-0.00030335
jupiter,-1.07353,-5.2189,0.0456095
saturn,-7.79857,4.97614,0.224026
uranus,19.515,-4.76675,-0.2709
neptune,23.1756,-19.0999,-0.140357
sun,0.0095492,0.00283657,-0.000303003
jupiter,-1.04697,-5.22304,0.0450321
saturn,-7.81061,4.95896,0.224803
uranus,19.5183,-4.75343,-0.270894
neptune,23.1828,-19.0909,-0.140708
sun,0.00952672,0.00284427,-0.000302655
jupiter,-1.02037,-5.22704,0.0444535
saturn,-7.8226,4.94177,0.22558
uranus,19.5216,-4.74012,-0.270887
neptune,23.19,-19.082,-0.141058
sun,0.00950421,0.00285184,-0.000302305
jupiter,-0.993752,-5.23091,0.0438738
saturn,-7.83456,4.92454,0.226355
uranus,19.5249,-4.7268,-0.270881
neptune,23.1972,-19.073,-0.141408
sun,0.00948166,0.0028593,-0.000301954
jupiter,-0.967106,-5.23464,0.0432929
saturn,-7.84648,4.90729,0.227129
uranus,19.5282,-4.71347,-0.270874
neptune,23.2045,-19.0641,-0.141758
sun,0.00945908,0.00286662,-0.000301602
jupiter,-0.940435,-5.23823,0.0427109
saturn,-7.85836,4.89002,0.227902
uranus,19.5315,-4.70015,-0.270867
neptune,23.2117,-19.0551,-0.142108
sun,0.00943646,0.00287382,-0.000301248
jupiter,-0.913739,-5.24169,0.0421277
saturn,-7.8702,4.87273,0.228674
uranus,19.5348,-4.68682,-0.27086
neptune,23.2189,-19.0462,-0.142458
sun,0.00941381,0.0028809,-0.000300893
jupiter,-0.887018,-5.24501,0.0415434
saturn,-7.882,4.85541,0.229444
uranus,19.538,-4.67349,-0.270853
neptune,23.2261,-19.0372,-0.142808
sun,0.00939112,0.00288786,-0.000300536
jupiter,-0.860275,-5.2482,0.040958
saturn,-7.89376,4.83806,0.230214
uranus,19.5413,-4.66016,-0.270846
neptune,23.2333,-19.0282,-0.143158
sun,0.00936841,0.00289469,-0.000300178
jupiter,-0.833508,-5.25124,0.0403716
saturn,-7.90548,4.82069,0.230982
uranus,19.5445,-4.64683,-0.270838
neptune,23.2405,-19.0193,-0.143508
sun,0.00934566,0.00290139,-0.000299819
jupiter,-0.806719,-5.25415,0.0397841
saturn,-7.91717,4.8033,0.23175
uranus,19.5477,-4.63349,-0.270831
neptune,23.2477,-19.0103,-0.143858
sun,0.00932288,0.00290797,-0.000299458
jupiter,-0.779909,-5.25692,0.0391955
saturn,-7.92881,4.78588,0.232516
uranus,19.5509,-4.62015,-0.270823
neptune,23.2549,-19.0013,-0.144208
sun,0.00930007,0.00291442,-0.000299096
jupiter,-0.753079,-5.25955,0.0386059
saturn,-7.94042,4.76844,0.233281
uranus,19.5541,-4.60681,-0.270815
neptune,23.262,-18.9923,-0.144558
sun,0.00927723,0.00292075,-0.000298733
jupiter,-0.726228,-5.26204,0.0380153
saturn,-7.95198,4.75098,0.234045
uranus,19.5573,-4.59347,-0.270807
neptune,23.2692,-18.9834,-0.144908
sun,0.00925436,0.00292695,-0.000298368
jupiter,-0.699358,-5.2644,0.0374237
saturn,-7.96351,4.73349,0.234807
uranus,19.5605,-4.58012,-0.270799
neptune,23.2764,-18.9744,-0.145258
sun,0.00923146,0.00293303,-0.000298003
jupiter,-0.672469,-5.26662,0.0368311
saturn,-7.97499,4.71598,0.235569
uranus,19.5637,-4.56677,-0.270791
neptune,23.2836,-18.9654,-0.145608
sun,0.00920853,0.00293898,-0.000297636
jupiter,-0.645562,-5.2687,0.0362375
saturn,-7.98644,4.69845,0.236329
uranus,19.5669,-4.55342,-0.270783
neptune,23.2907,-18.9564,-0.145958
sun,0.00918558,0.00294481,-0.000297267
jupiter,-0.618638,-5.27064,0.0356429
saturn,-7.99785,4.68089,0.237088
uranus,19.57,-4.54007,-0.270775
neptune,23.2979,-18.9474,-0.146307
sun,0.0091626,0.00295051,-0.000296898
jupiter,-0.591698,-5.27244,0.0350474
saturn,-8.00922,4.66331,0.237846
uranus,19.5732,-4.52672,-0.270766
neptune,23.3051,-18.9384,-0.146657
sun,0.0091396,0.00295608,-0.000296527
jupiter,-0.564742,-5.2741,0.034451
saturn,-8.02054,4.64571,0.238603
uranus,19.5763,-4.51336,-0.270757
neptune,23.3122,-18.9294,-0.147007
sun,0.00911657,0.00296153,-0.000296155
jupiter,-0.53777,-5.27562,0.0338536
saturn,-8.03183,4.62808,0.239359
uranus,19.5795,-4.5,-0.270748
neptune,23.3194,-18.9204,-0.147357
sun,0.00909351,0.00296684,-0.000295782
jupiter,-0.510784,-5.277,0.0332554
saturn,-8.04308,4.61043,0.240113
uranus,19.5826,-4.48664,-0.270739
neptune,23.3266,-18.9114,-0.147706
sun,0.00907043,0.00297204,-0.000295408
jupiter,-0.483785,-5.27825,0.0326562
saturn,-8.05429,4.59276,0.240866
uranus,19.5857,-4.47328,-0.27073
neptune,23.3337,-18.9024,-0.148056
sun,0.00904733,0.0029771,-0.000295032
jupiter,-0.456772,-5.27935,0.0320562
saturn,-8.06546,4.57506,0.241618
uranus,19.5888,-4.45991,-0.270721
neptune,23.3409,-18.8934,-0.148406
sun,0.00902421,0.00298204,-0.000294655
jupiter,-0.429747,-5.28031,0.0314553
saturn,-8.07659,4.55735,0.242369
uranus,19.5919,-4.44655,-0.270712
neptune,23.348,-18.8844,-0.148756
sun,0.00900106,0.00298685,-0.000294278
jupiter,-0.402711,-5.28114,0.0308536
saturn,-8.08768,4.53961,0.243119
uranus,19.595,-4.43318,-0.270702
neptune,23.3551,-18.8754,-0.149105
sun,0.00897789,0.00299153,-0.000293899
jupiter,-0.375663,-5.28182,0.0302511
saturn,-8.09873,4.52185,0.243867
uranus,19.598,-4.41981,-0.270693
neptune,23.3623,-18.8664,-0.149455
sun,0.0089547,0.00299608,-0.000293519
jupiter,-0.348605,-5.28236,0.0296477
saturn,-8.10974,4.50406,0.244615
uranus,19.6011,-4.40643,-0.270683
neptune,23.3694,-18.8574,-0.149804
sun,0.00893149,0.00300051,-0.000293138
jupiter,-0.321538,-5.28277,0.0290436
saturn,-8.12071,4.48625,0.245361
uranus,19.6042,-4.39306,-0.270673
neptune,23.3765,-18.8484,-0.150154
sun,0.00890827,0.00300481,-0.000292755
jupiter,-0.294462,-5.28303,0.0284387
saturn,-8.13164,4.46843,0.246106
uranus,19.6072,-4.37968,-0.270663
neptune,23.3837,-18.8393,-0.150504
sun,0.00888502,0.00300898,-0.000292372
jupiter,-0.267378,-5.28315,0.027833
saturn,-8.14252,4.45057,0.246849
uranus,19.6102,-4.3663,-0.270653
neptune,23.3908,-18.8303,-0.150853
sun,0.00886176,0.00301302,-0.000291988
jupiter,-0.240287,-5.28313,0.0272265
saturn,-8.15337,4.4327,0.247592
uranus,19.6133,-4.35292,-0.270642
neptune,23.3979,-18.8213,-0.151203
sun,0.00883848,0.00301694,-0.000291602
jupiter,-0.213189,-5.28297,0.0266194
saturn,-8.16418,4.41481,0.248333
uranus,19.6163,-4.33953,-0.270632
neptune,23.405,-18.8122,-0.151552
sun,0.00881518,0.00302072,-0.000291216
